book,chapter,line_number,line_content,
ACT,19,05121, {24} Taidepa madirra oni Demetrio boquezapa poua tessedeniza uati tarrari. Arra Demetriopa zibehi tanicca prata zepe ihirri narrari. Nazama Epesocca madirra motapa siba nauatoni onini Artemisaza: —Ia cacauade −quequenanarrari.,
ACT,19,05122," Narraro corimani, ponicca uiuittiza oza corimani naqui prata zibehi taniccaza Demetrio ihinauato narraro, dadauarrine. Narraro tarabaia poua birri accodedeni tezerre ziniro cacarrimana narrari. Sseqquiri narrariparra.",
ACT,19,05123," {25} Demetriopa siba nauatoni corimani nanauatodedeni queriqquiuiuarrine uaua inabaqquirrari. Queriqquimanazapa pouadeniza uati tarrari: —Rrehe, arri icca nauatonirriza ziniro ihicarri naraha niza narraro da da inerrerezape ziniro icappiranitoui −narrari.",
ACT,19,05124, {26} —Tiadenipe arra Paoro mari mari narizarraricca uimape ssamomo tinarrarorane? Paorocca marinarrape arrima narraro: “Madirrarrine siba nauatonipe Deo rraraui” nanarra narrari.,
ACT,19,05125," Narraria arra Paoro attiza madirra ibobora tazapa ia cacauade Artemisaza tonacasseremanarrariparra. Narraria arra imadini Epesocca madirra mota naco Paoroza toquerrenarrari, icca zama Asiacca madirra mota naco Paoroza toquerrenarizarrariparra.",
ACT,19,05126, {27} Pouadenirrine uima nema nezape iaza uaidira tani. Arri icca dadauarrine izepe ihirri narraro naqui rricanitoui. Niza ia cacauade Artemisaza madirra paparra quenauitoui.,
ACT,19,05127," Niza icca zama Asiauarri madirizemanarrarideni, arra zama onihiuarri madirizemanarrarideni naco poniza tonacasseremanazapa ponicca uima arrimani torranitoui. Ponicca uiuittiza oza naqui parri inebomanarini nanitoui, onarraro −narrari Demetrio.",
ACT,19,05128," {28} Nazapa Demetrio atti mittemanazapa uadimanaza rroua rroua quenarrari: —Epesocca madirra cacauade Artemisa deni torrani, torrani! −quenarrari.",
ACT,19,05129, {29} Nazapa oza pananicca madirra bazima moua moua quenaui mittemanazapa pouadeni naco boquemanarrari. Domodeni ccarizaza moua moua narizemanarrari. Nazapa Paoro uatimade Masedoniacca madirra pamaha onideni Caio Aristaco tezerre damama iquenaza uima uauatiuarri iaccabaqqui-manarrari.,
ACT,19,05130," {30} Nazapa Paoro madirra moua moua canauiuarri uatide toccauiuarrineraha Zesoza rrehe quenarraridenia: —Poni, ticca terrerarri! −quenarrari.",
ACT,19,05131," {31} Asiacca tamine mota naco Paoroza uatideni uanaqquiri nazapa madirra orraria uassinarra zosse inarronemanaza rroppa narronarrari, Paoroza: —Poni! Naniuarripe ticca terrerarri! −nauiuarrine.",
ACT,19,05132," {32} Nazapa bazima queriqquimanauiza uima onihi, uima onihiza pouadenira arrauarri rroua, arrauarri rroua narizemanarrari. Naraha madirra queriqquimanarrarideni motapa ssamoqquiri naza: —Nerreco uimatouira iqueriqquirraro? −quenarrari.",
ACT,19,05133, {33} Nazapa zodeodeni poccadeni madirra Aresadre bazimaza uati tauiuarrine arra moua moua canarrari baccodeniuarri cco ininemanarrari. Pouapa: —Arri ia zodeodeni iape uima inana-rrerani −nauiuarrine poua zepe memeuarri da icaneza uaza uaza naraha tocadidire narrararrari.,
ACT,19,05134," {34} Arra Aresadre poua naco zodeodenirra narrari poua qqui toquenaza pouaza noccodeni rrizeraqquiri nazapa attideni: —A, narrari naco zodeodeni, ia cacauade Artemisaza uauatize narraraui −quenazapa parra moua toquenariui narrari.",
ACT,19,05135," —Epesocca madirra cacauade Artemisape deni torrani, torrani! −quenarrari. Pouadeni atti pina orrariqquirrarossa naza rroua rroua quenarrari. Nama nama zara marri 2 horas tossoniqquimaraha nama zanapomanarrari.",
ACT,19,05136," {35} Naraha oza pananicca madirra deni torrauicca uima dozode ccarronaza madirra zama rrama inanabaqquiza uati tarrari: —Rrehe Epesocca madirradeni, icca uimape zama bazimacca madirra nauatoqquiri naui: Iape ia cacauade Artemisacca uiuittiza oza ecauanissa tarraro.",
ACT,19,05137, Ia cacauade Artemisape memeuarri madiraha poni corimani iauarri ssonarrarode. Narraro tauimarini naqui bazima nauatoqquiri naui.,
ACT,19,05138, {36} Nazama narraro uimaza nerrecorrari “Maizanirri” naui? Maizehe uade noueraui. Nezape ticadidirerri! Ponima moua mouape peperri tiquenarri −narrari.,
ACT,19,05139, {37} —Nazama arrarrarideni pamaha teccarrona-baqquimanaraha ia cacauade Artemisacca uiuittizauarri inauaidiremana-rrerani. Poniza naco tatamasso quequenana-rraraui.,
ACT,19,05140," {38} Arra siba nauatoni corimani nanauatodedeni Demetrio poua tessedeni tezerre madirra ouahaza uadimanaza naco uima cacattemauarrira poccadeni uima uatide rraui torrezimana, onarraro. Nauiza uima cacattemadedeni uarrirriraza rrassi rrassi zaza narrari. Nauizana madirra bazima poccadeni uima uatide rrarraui torrezima narrari.",
ACT,19,05141, {39} Nazama tiadeni mota naqui uima onihi ticarrimanezape uima cacattemadedeni narraro uima ecauemane-rrerezape niza icca oza pananicca taminedeni madirra bazima queriqquimanauiuarrine uaua quenazana ticcadeni uima uati uati titiquena narri −narrari.,
ACT,19,05142," {40} —Nazama arrirraro mouanirri ponimaccape oppina tani. Icca tamine rromanodeni attidenipa: “Iaza rrara rrara quenarrari uitiderra” quenapazarra, onarraro. Ticcadeni mouanirri nema zanapozape nerrecoma onapazerre pouadeniza? −narrari oza pananicca uima dozode.",
ACT,19,05143, {41} Pocca uima uati taha rricazapa: —Rraui tirranirri −naza madirra bazima rraui torranirizarrari.,
ACT,20,05144,Atos dos Apóstolos 20,
ACT,20,05145," {1} Oza panani Epesodenicca mouanirri rriqueza Paoropa Zesoza rrehe quenarrarideni queriqquimanauiuarrine uaua inabaqquirrari. Nazapa atti bica taza pouadeniza uati tarrari, bodideni uatizemanauiuarrine. Naui zotodepa poua attia: —Rridapanape Masedoniauarri occapomana −nazapa: —Rrehe, ticcarri −quenaza toccarrari.",
ACT,20,05146, {2} Naui Masedoniauarricca Zesoza rrehe quenaporrarideniza bacco tarizapomaza mari icanabaqquipomarrari. Atti bica taza inauatize-baqquirizarrari. Zotodepa Cresiauarri bacco tapomarrari.,
ACT,20,05147, {3} Nauizapa abazico 3 canaha madiccarrari. Zotodepa zama Siriauarri darroni imeniza toccaniuiuarrineraha Paoro poua inarrizomanauiuarrine zodeodeni narroremanaui quenaui mittarrari. Nazapa: —Zamana occaniniuarrine −naza poua natti Masedoniauarri tozodonirrari.,
ACT,20,05148," {4} Nazama Paoroza rraui torrarraridenipa Bereauarri madirrari Piro bedi Sopatero tocca, Tesaronicacca pamaha Aristaco tocca, Secondo tocca, Derbeuarricca Caio tocca, Timoti tocca, Asiauarricca Tiquico, Tropimo tezerre toueda, arri oua Roca naqui Paoroza occarrarode.",
ACT,20,05149, {5} Nazapa motadenia taide oza panani Troadeuarri rraui torraporrari. Troadeza bacco toquenapozapa itoui madimanarraride.,
ACT,20,05150, {6} Naraha iape zodeodenicca errete imenibote Pao ssarra tarrarauicca rricazana arri oza panani zama Piripoza irroppemarraro. Darroni imeniza iaqquezape icca uada 5 nazana Troadeza itessedeni bacco inabaqquide. Nanizape uada 7 nehe imadirrarode.,
ACT,20,05151," {7} Nezape rrassinarracca uada rriquezape narraro zomeza arra Zeso zoqqueui tauimari ibodi uatomaniuarrine, pao dize nariui irripaniuarrine iqueriqquirrarode. Paoro attipa: —Izamassape denima rrauirraniuarrine −naza Zesoza rrehe quenarrarideni mari icanabaqquizapa zome nocconi torrade.",
ACT,20,05152," {8} Nazama iape oza capamacossarraro tetepiuarricca coba canauarraniniza iqueriqquirrarode. Nauizapa rrorrororo carri tarrari, carrororori narizarraride.",
ACT,20,05153, {9} Nauizana zabisso oni Eotico noccobirriza uittari canarraride. Naraha Paorocca marinarra arabo tezape zabisso uadarrari. Oza tetepiuarricca coba canauarranini uarri teraha ssonaha uatiarri nade. Idimemanaraha uatiauira idimemanarrari.,
ACT,20,05153r, {9} Nauizana zabisso oni Eotico noccobirriza uittari canarraride. Naraha Paorocca marinarra arabo tezape zabisso uadarrari. Oza tetepiuarricca coba canauarranini uarri teraha ssonaha uatiarra nade. Idimemanaraha uatiauira idimemanarrari.,
ACT,20,05154," {10} Naraha Paoro rroppa taronarrari, zabisso uatiarrari uarri toquetteza naza, icauarrocossa rrari. Nazapa Paoro pouadeniza uati tade: —Orri orri tiquenerrerarri, camittemaniui −nade.",
ACT,20,05154r," {10} Naraha Paoro rroppa taronarrari, zabisso uatiarrari uarri tocatteza naza, icauarrocossa rrari. Nazapa Paoro pouadeniza uati tade: —Orri orri tiquenerrerarri, camittemaniui −nade.",
ACT,20,05155, {11} Nazapa Paoro ccamaronipomaza pao dize inariza iaza da inarizazapa apa inade. Nazapa Paoro denima maride torrazapa icassiuarrade. Nazapa maride rricaza toccarrari.,
ACT,20,05156, {12} Nanarra zabisso camittemaniuipa pocca ozauarri iaccanimanaza uatizemaneri tanimanade.,
ACT,20,05157, {13} Nazapa Paoro: —Ouape rraui occana. Tiadenipe darroni imeniza rraui tirrarri. Oza pamehema narraro onini Asaoza otoui timadimanaccana −narrari. Nazapa Paoro rraui toccaza iape darroni imeniza iaccarraro… Asaoza bacco inade.,
ACT,20,05158, {14} Naui Asaoza Paoro bacco naza darroni imeniza qquezazapa iaccapomade. Iaqquezape oza pamehema narraro onini Mitireneza uana icanade.,
ACT,20,05159, {15} Uada ssiuarra irroppemapomezape zama uittacossani Quioza uana icanade. Naniza irroppemapomezape oza panani Epesozape issoniqquimade. Zama uittacossani Samosozana uana icanade. Naniza irroppemapomezape oza panani uarrira tanicca oza pamehema narraro onini Miretoza uana icanapomade.,
ACT,20,05160," {16} Paoropa arri zodeodenicca errete Pentecostes bacco tabote naza narraro qquide touini naza: —Zama Asiauarri inarro-rreraccana, uassinarra oza panani Zerozareuarri rrauirrana −nade. Narrarorrine Epesozape uana icana-rrerarrarode.",
ACT,20,05161, {17} Nazama Miretoza imadizape Paoro Epesouarricca Zesoza rrehe quenarrarideni cacauadedenitoui madirra zosse inade: —Oua qquide rrauirronana −naza.,
ACT,20,05162, {18} Bacco narronemanazapa Paoro pouadeniza uati tade: —Maittaccazama ticcadeni zama Asiauarri bacco onapozape oua qqui tiquenade. Tiadeniza omadiza naqui omadinissa tani nauatoto tinani.,
ACT,20,05163, {19} Ia Zozossede Zeso Cristocca zozosse orrezape poua tauimariza ozepe irririzade. Obodipe deni orrani ohonana-rrerade. Ocassereherrine orri orri oneraha nema nehe ozepe ihirri nade. Arrina ozoqqueniuarrine zodeodeni occa madirraraha oua dama iquenabote naza naqui ocasserani ouarizade.,
ACT,20,05164, {20} Naraha ouape ocappine-rrereza nema nehe timadimananissa taniuarrinecca tiadeni maride damera onarraro. Madirra quequeriqquimana nauiuarri bazima mittemanauiuarrine naqui mari mari ohocanabaqqui nade. Oza carrari carrariza naqui tiadeni mari mari ohocanabaqquiriza nade.,
ACT,20,05165," {21} Arri zodeodeni, zodeo querrena-rrararrarideniza naqui Zeso Cristo tauimari mari mari onarizezape ouatti arrima ohonanarrarode: “Ticcadeni uimasiripe tinebomaneza Deozara iboraqquiri tiquenarri. Ia Zozossede Zeso Cristoza parrissa tiquenarri” ohonanarrarode.",
ACT,20,05166, {22} —Naraha rridapanape Zerozareuarri occana. Deo Corime ouaza uati tapode: “Oza panani Zerozareuarri ticcana” nazapa Poua Attiza ibora onarraro. Naraha ouaza uima torranitoui. Nerreco uimara inanemananiuarrine? Ssamo onaccani.,
ACT,20,05167, {23} Naraha uima orrariepe nauato onani. Zerozareuarripe ocasserehe imeni onauananitoui. Deo Corime ouaza uati tarrari: “Cadeiaza tia rrore iqueneza tia coro izimemananiuarrine titoui narroremanaui” napode. Oza uapima occarizeza naqui narraro uima Deo Corime ouaza uati uati tatarra napode.,
ACT,20,05168," {24} Naraha ouape narraro uimaza ocappina-rrerani. Oua inanazoqque-maneza naqui peperri, bica tani. Oua Zozossede Zeso Cristo oua cazosserraricca uimaza ouatizezape orrine parrirenissa taniuarrine, onarraro. Arra oua cazosserraripa Deo madirraza uati cauanari canauicca uima bicani mari mari ohonanarraroparride.",
ACT,20,05169, {25} —Nazama uima onihi obodiza nauato onarraro naqui. Arri tiadeni occa mamari tabaqqui Deocca cacauehe tauimarini tiadeni mari mari ohocanabaqqui narrarope oua qqui timanimanapoma-rreranitoui.,
ACT,20,05170," {26}-{27} Narrarorrine arri rridapana tiadeniza uati onarraroparri. Arri Deo Pouarrine madirraza inananiuarrinecca uima nemanehe mari mari onarraro motape ouacoma nerrerarraro. Naraha madirra motadeni ouatti mittemanaraha parrissa quena-rrarazapa pouadenirrine Deocca uadie pouadeniza ssonarinitoui. Pouadeni emene toccarrarope orrine rrerani, onarraro.",
ACT,20,05171," {28} —Nazama ouattipe tiadeniza arrima onarraro: Deoza timadimananissa taniuarrinepe tiadeni tecauemanarri. Zesoza rrehe quenarrarideni, arra tiadeniza quequeriqqui narrarideni naco tecauabaqqui-manauissa tarro.",
ACT,20,05172," Deo Corimerrine pouadeni cacauade tiquerrenarraro. Deocca madirra pouadeni manaconepa Deo Poua Bedi zoqqueza poua emene toccarraro. Narrarorrine pouadeni tecauabaqqui-manauissa tarro, onarraro.",
ACT,20,05173, {29} Niza oua noue orrirezape madirra ouahadeni tiadeniza bacco quenazapa poccadeni marinarra maizehecca mari icanabaqqui-rizauitoui. Pouadenipa pina zouazoua uadibote bani bedi itaccarizaza rricarrarissa quenauitoui. Tiadeniza ssonarimanaza Zesoza rrehe tizanapomana-rreraniuarrine dameraqquiri nauitoui.,
ACT,20,05174, {30} Arri tiadeni titiqueriqquimana narraro motadeni naco maizeheza toquerrenauitoui. Poccadeni maizehera mari mari quenazapa arra Zesoza rrehe quenarrari pouadenizara toquerrenauiuarrine touini quenarrari.,
ACT,20,05175," {31} —Nema nezape tiadeni bazimaza ouattipe: Parri! Poccadeni maizeheza parrissa tiquena terrerarri. Tibodideni uatome-manarri. Ouape tiadeniza omadizape tiadeni ouacauabaqquinissa tade. Uarrano 3 naha tiadeni maride orrezape zomema mamari, ssiuarrama mamari onade. Timadimananissa taniuarrine oneza occa orriema tiadeniza uati uati onarrarode.",
ACT,20,05176," {32} —Ouimecotedeni, rridapanape Deoza timadimanana, tiadeni onebobaqquini. Deo tiadeni touacaua-baqquiuissa tauiuarrine Pouaza uati uati ohonanarraro. Deopa madirraza uati cauanari canaui tauimari tiadeniza uati onarrarode.",
ACT,20,05177, Pocca touati uanehe tauimarinirrinena ticcadeni rrehenirri todacorani nanitoui. Deo Poua uati taporraricca uima bicani tiadeniza da inanitoui. Narrarope arra pocca madirra toquerrenauiuarrine icatterriza-baqquirrari bazimaza da inarizanitoui. Pina poua uati taporrarissa narrari −narrari Paoro.,
ACT,20,05178," {33} Nazapa denima uati tarrari: —Ouape ticcadeni ziniro toui, ticcadeni etero toui onerrerade.",
ACT,20,05179," {34} Tiadenipe occa madie nauatoto tinade. Ouape oua ozepeza tarabaia onezape ziniro ohocarri narraro. Narraro ziniroza otapari mitta, oua accodedeniza mitta ohonariza narrarode.",
ACT,20,05180, {35} Nema onezape occa madie auato onaneza qqui tiquenarraro. Ozepe irriza ohocarri narraro. Nezape ocarriza madirra cappiremanarrarideniza naqui da da ozanaponiuarrine oparrireni. Tiadeni naqui nema tiquenani bica tani.,
ACT,20,05181, Nezape pina ia Zozossede Zeso Cristo attissa tinanemananiuarrine: “Madirra iaza manaconi rrirehe da iquenazapa etize tani. Naraha ia naqui madirra ouahaza manaconi rrirehe da inazana denima etizerraro” −narrari Paoro.,
ACT,20,05182, {36} Paoro pocca uima uati taha rricazapa arra Epesouarricca Zesoza rrehe quenarrarideni cacauadedenima Deoza uati toquenauiuarrine pouadeni pitoza rrassi tarrari.,
ACT,20,05183," {37} Nazapa bazima Paoro orri icanaqquimanaza icauarrocossemana, pano mose iquenarrari.",
ACT,20,05184, {38} Nazapa Paoro attia: —Oua qqui timanimana-rreranitoui −napoza pouatoui bodideni uatome-manaza bodideni uanacossarrari. Nazapa Paoro darroni imeniza toccauiuarrine qquide rrauizippade.,
ACT,21,05185,Atos dos Apóstolos 21,
ACT,21,05186, {1} Nazapa imecotedeni inebobaqquiza darroni imeniza rrauirrezaza parri iaccarirrarope zama bedeni uittacossani Cosoza uana icanade. Uada ssiuarra rrauirrapomezape zama bedeni uittacossani Rodaza uana icanapomade. Naniza irroppemapomezape oza panani Pataraza uana icanade.,
ACT,21,05186r, {1} Nazapa imecotedeni inebobaqquiza darroni imeniza rrauirrezeza parri iaccarirrarope zama bedeni uittacossani Cosoza uana icanade. Uada ssiuarra rrauirrapomezape zama bedeni uittacossani Rodaza uana icanapomade. Naniza irroppemapomezape oza panani Pataraza uana icanade.,
ACT,21,05187, {2} Naniza darroni imeni onihi zama arobeni Penisiauarri touaccaniuarrine canarrorani qqui icanade. Nezape narrarozana rrauirrezezape rrippeuarri iaqquerrizade.,
ACT,21,05188," {3} Nezape passo imeni nocconi iquerrenaza zama onihi uittacossani qqui inade, oninipe Sipre. Naraha narraro zamazape issoniqquimade. Denima iaccarrarope zama Siriaza bacco inade. Nanicca oza panani Tirozana uana icanezape darroni imenicca tozepetarri inebomananiuarrine narromanaza rrauirremoraccade.",
ACT,21,05189, {4} Nani Tiroza Zesoza rrehe quenarrarideni bacco inabaqquirraride. Nazapa: —Iaza timadimanaccarri −quenazapa pouadeniza uada 7 nehe imadide. Nazapa Deo Corimerrine Zesoza rrehe quenarrarideniza Paoro tezerremacca uima auato inaneza Paoroza uati toquenarrari: —Zerozareuarri tiqquerrerana. Tiqquezape ocasserani tenitoui −quenade.,
ACT,21,05190," {5} Naraha naniza icca uada 7 nezape Zerozareuarri rrauirraniuarrine irroppemapomade. Darroni imeniuarri rrauirrezippanizape pouadeni naco maqquiderre, amonerre, erredeni bazima ia qquide rrauizippade. Nezape nani ssiquiza ipitoza rrassi inaza Deoza uatide iquerrenade.",
ACT,21,05191," {6} Deoza uatide rriqueza: —Rrauirrani −inezape: —Rrehe, rraui tirrarri −quenade. Darroni imeniza rrauirrezanizape pouadenipa poccadeni ozauarri rraui torremoranide.",
ACT,21,05192, {7} Nezape oza panani Tiroza iaccarrarope oza capamema narraro onini Pitoremaidaza uana icanade. Naniza rrauirremoreza naqui Zesoza rrehe quenarrarideni qqui inabaqquide. Naniza naqui pouadeniza uada orrarie imadide.,
ACT,21,05193, {8} Uada ssiuarra iaccapomezape oza panani Sezareaza bacco inade. Nanizape Piripicca ozauarri rrauirrade. Pouapa totapari dadade 7 quenarrari orraria. Poua naco madirra Zesoza rrehe quenauiuarrine mari mari narizarrari. Iape pocca ozaza imadirrarode.,
ACT,21,05194, {9} Piripicca erredenipe tabira 4 quenarraro. Ponidenipe Deo Atti uauati toqquimadedeni.,
ACT,21,05195, {10} Naniza icca uada touapiniza zama Zodeacca madirra Deo Atti uauati toqquimade Acabo bacco narronarraride.,
ACT,21,05196," {11} Nazapa iaza bacco narronaza Paorocca ssoquepe dicca ineza Acabo poua birri pouarrine rrore, poua isso rrore naza Paoro tezerremacca uima iaza uati uati tarraride: —Deo Corime ouaza uati tarrari arrama naui: “Niza Zerozareuarri bacco tiquenezape arrirraro ssoque rrinedepa zodeodeni dama iquenaza birri rrore, isso rrore iquenaza zodeo querrena-rrararrarideniza da iquenazapa tozepe torrauitoui” narrari.",
ACT,21,05197," Arri, oua rrore onarrarope ssoque rrinede nama inanemanauitoui −nade Acabo atti.",
ACT,21,05198," {12} Nezape narraro uima ia, Sezareacca Zesoza rrehe quenarraridenima imittezape orri inabote naza Paoroza uati uati inade: —Zerozareuarri tiqquerrerarri! −inade.",
ACT,21,05199, {13} Naraha Paoro attipa iaza arrama nade: —Nerrecotoui orri orri tiquenarraro? Nema tiquenezape tirrinedeni oua naqui titouideni obodi orri onani. Naraha ouape nema nehe Zerozareuarri occanitoui.,
ACT,21,05200," Ia Zozossede Zesocca orrezape peperri, nema nehe oua rrore iquenaza naqui oboque-rreranitoui. Oua inanazoqque-manerre oua inanazoqque-manerrererre nanitide. Nema nehe onarrorani. Zeso oni deni torraniuarrinepe oua nema inanemanana, onarraro −nade Paoro.",
ACT,21,05201," {14} Nazapa Paoro ettiza rrehe narrarazapa denima uati inerrerade. Nazama ettipe: —Abi Deo, Pouana nauato taui. Ia Zozossede Poua nacassa tauiccana bica tani −inade.",
ACT,21,05202, {15} Zotode uada onihizape izepetarri inarrorehe rriqueza Zerozareuarri rrauirrade.,
ACT,21,05203, {16} Imecotedeni Sezareacca mota naco iaza rraui torrarraride. Zerozareuarri bacco inezape pouadenina Masonacca ozauarri ia tonequebaqqui-manarraride. Arra Masonapa zama uittacossani Sipreuarricca madirra. Taidezama Zesoza rrehe naporrari. Narraricca ozaza imadirrarode.,
ACT,21,05204, {17} Oza panani Zerozareza bacco inezape imecotedeni naui Zerozarecca uatizemanazapa iaza.,
ACT,21,05205, {18} Uada ssiuarrape Paoro ineza Zerozarecca Zesoza rrehe quenarraridenicca tamine Tiacoza qquide rrauirrade. Nauiza Zesoza rrehe quenarrarideni cacauadedeni bazima queriqquimanarraride.,
ACT,21,05206, {19} Naniza bacco inezape Paoro pouadeniza nirra nazapa pocca bobodecca uima nemanehe pouadeniza uati uati tade: —Deocca dacorehe ouaza torrezape zodeo querrena-rrararrarideni naco Zesoza rrehe narizemanarrari −nade Paoro.,
ACT,21,05207," {20} Nanarra Paorocca uima mittemanazapa Deoza uatizemanaza: —Deocca uimana bica tani, bica tani! −quenade. Nazapa Tiacodeni Paoroza uati toquenade: —Rrehe imecote, tiape nauato tinani: Arraza naco zodeodeni Zesoza toquerrenarrari rrica-rraraui. Naraha pouadenipa Moizecca marinarraza dameraqquiri naui parra naccaui.",
ACT,21,05208," {21} Titauimari mittemanarrari, arra icca madirra zodeodeni zama uarri taniuarri zodeo querrena-rrararraridenicca zamaza madirizemanarrarideni mari ticanabaqquirizarrari.",
ACT,21,05209," Naraha titauimari pouama uati uati quenarraridenipa arrama quenarrari: “Paoro mari mari nanariza narraripa Moizecca marinarra ecauemana-rreraniuarrine, erredeni maqquiderre zopori cotani eterori uissinarra carrimana-rrarauiuarrine, zodeodenicca madie inebomananiuarrine naqui mari mari nanariza narrari” quenarrari.",
ACT,21,05210," {22} Nezape nerrecoma inaniuarrine? inarraro. Pouadenipa bacco tarronani mittemanazapa tiaza uima inanemanerana −quenade Tiaco, Zesoza rrehe quenarrarideni cacauadedeni tezerre.",
ACT,21,05211, {23} —Nema nezape pina ettissa tinanani bica tani. Arra iazapa maqquiderre 4 quenaha poccadeni uatinarra Deoza uati toquenaporrari inaparriremananissa taniuarrine narroremanaui.,
ACT,21,05212," {24} Tia naqui pouadeniza ticarrimana Deoza dada toqquimauarri pouadeni tiaqquezimabaqquina. Tia naqui pouadenizama pina arri zodeodenicca marinarrassa tinanarri. Nazama poccadeni uatinarra inaparriremananissa teza poccadeni danirriuarrine eueue bedi manaco tiana da tinarro, inarraro.",
ACT,21,05213, Narraro rriquezape dada toqquimadena tatideni ccado inarizauitoui. (arri poccadeni uima madirra bazimaza auato taniuarrine).,
ACT,21,05214," Rrehe Paoro, pouadeniza ticarrimezape zodeodeni mota tia qqui toquenazapa arrama quenauitoui: “Rraho, uima imittaporrarope maizanirri tteranerre. Paoropa Moizecca marinarrape ecauani, nebo-rraraui” quenauiuarrine (quenade Tiaco, Zesoza rrehe quenarrarideni cacauadedeni tezerre.)",
ACT,21,05215," {25} —Naraha etti onihipe arra zodeo querrena-rrararrari Zesoza rrehe quenarrarideniza icca uima teppeza dozo inapozape arrima inapode: “Arri icca uimara ticauatterarri. Arra madirra icca Deoza toquerrena-rrararrarideni poccadeni siba nauatoniza bani da da iquenarraripa mitta tiquena tarrararro, tirripemananiuarrine oppina taui.",
ACT,21,05216, Bani ssipori niqui naza zoqqueza emene tocca-rrararrari naco tirripemana terrerarri. Bani emene naco tirripemananiuarrine oppina tani. Uananehe naqui tinebomanarri. Pina maqquiderre amonerre carriraha amonerre onihi arra arrape poni.,
ACT,21,05217," Amonerre maqquiderre carriraha maqquiderre ouaha narra narrape poni. Tabiradeni naco pouama arra arra canarizera-rrarana” inade dozo inaza −quenarrari Tiaco, Zesoza rrehe quenarrarideni cacauadedeni tezerre.",
ACT,21,05218, {26} Nazapa pouadeni attissa inananiuarrine Paoropa maqquiderre 4 quenaha Deoza dada toqquimauarri iaccabaqquirrari. Uada ssiuarrapa Deoza dada toqquima uapiuarri pina zodeodenicca marinarrassa inanemanarraro.,
ACT,21,05219," Naraha Paoropa zotode poua motta Deoza dada toqquima bodiuarri toqquezimarrari, poccadeni uima uati tauiuarrine. Nazapa dada toqquimadeza poua attia: —Niza uada 7 nehe rriquezape rrauirrezimapomanitoui. Nazana icca da naqquinarra da onezape icca uima Deoza uati inaporrarocca rricaniuarrine −narrari.",
ACT,21,05220, {27} Nazapa uada 7 nehe bacco tabote naza Paoropa poua motta Deoza dada toqquimauarri toqquezimapomarrari. Naraha zama Asiauarricca zodeodeni naui bodiuarri rraui torrezimaza Paoro qqui toquenazapa pouaza uadimanarrari.,
ACT,21,05221, Pouadenipa Paoroza noccodeni rrizera narrari. Poccadeni zamauarri maride ccarizaza taide pouaza uadimanaporrari. Nazapa narrarideni uadimanapomazapa Paoroza uima inanemanarraro. Rroua rroua quenaza Paoro dama iquenarrari. Madirra bazima pouaza uadimanauiuarrine attidenipa arrama quenarrari:,
ACT,21,05222," {28} —Rrari, icca madirra Izarraeodeni, ibirri acco ticanemanarri! −quenarrari. —Arrarrari madirrapa zama onihiuarri ccarizaza madirra bazimaza mari mari narizaraha pocca marinarrape uaidira tani. Ia Izarraeodeniza madirra tonacasseremanauiuarrine mari mari narrari.",
ACT,21,05223, Moizecca marinarra nebomanauiuarrine mari mari narrari. Deoza dada toqquima naqui madirra ettarromananiuarrine mari mari narrari. Rridapana pouaha icca Deoza dada toqquimauarri zodeo querrena-rrararrarideni eqquezimabaqquiparra. Narrarope oppina teraha! Pouadenirrinea Deocca oza toppinani −quenarrari.,
ACT,21,05224, {29} Arra nama quenarraripa taide amossiniuarri Paoro poua tesse Tropimo tezerre ueuedariza naza qqui toquenaporrari. Tropimopa oza panani Epesouarricca madirra. Pouapa zodeo rrarazapa pouaza noccodeni rrizeraqquiri narrari. Paoropa Deoza dada toqquimauarri Tropimo eqquezima-rrararaha pouama attideni: —Zodeo querrena-rrararrarideni eqquezimabaqquirrari −quenarrari.,
ACT,21,05225, {30} Nazapa rroua rroua quenaui mittemanazapa madirra bazima domo ccarronarrari. Paoro dama iquenazapa Deoza dada toqquima amossiniuarri rroca ininemanaza toqquezimani-rrarauiuarrine totoqquezima uassinarra icauacossemanarraro.,
ACT,21,05226, {31} Nazapa Paoro inanazoqque-manauitouiraha rromanodenicca isso teppeppedenicca tamine deni torrauiccaza uima bacco tarraro: —Zerozarecca madirra moua moua quenaparra! –quenarrari.,
ACT,21,05227," {32} Nazapa isso teppeppedenicca taminepa pocca isso teppeppe zossededeni, poccadeni zozosse tabaqquima uaua inabaqquizapa moua moua quenauiuarri domo toccarrari. Bacco toquenazapa boquemanarrarideni Paoro idaqquimanaraha isso teppeppedenicca tamine, pocca isso teppeppedenima rrauirronaui qqui toquenaza inebomanarrari.",
ACT,21,05228, {33} Nazapa isso teppeppedeni bacco narronemanazapa poccadeni tamine attiza Paoro dama iquenaza corriti pameheza rrore iquenarrari. Nazapa Paoro narrizodedeniza isso teppeppedenicca tamine uati tarrari: —Arrarraripa nerreco madirranarra? Nerreco uimara inanarraronerre? −narrari.,
ACT,21,05229," {34} Naraha arra rroua rroua quenarrarideni uima onihiza, uima onihiza arrauarri rroua arrauarri rroua narizemanazapa isso teppeppedenicca tamine uima mittauissa tarrararrari. Nazapa taminea: —Rrari, icca ozauarri tiaccanimanarro! −narrari.",
