book,chapter,line_number,line_content,
LUK,3,02224, {20} Pouapa uimasiri sse taporra naraha uima denima uaidira tanicca inanarraro. Narraria Zouao toponi cocoro tozimaza coro izimarrariparra.,
LUK,3,02225, {21} Arrirraro uimape Zouao coro tozima-rraraccaza madirra passo dopaniza niqui izanariza-baqquipozapa Zeso naco passo dopaniza niqui izanarrari. Nauiza Zeso Deoza uatide torrazapa meme naqui touaba narraro.,
LUK,3,02226, {22} Nauizapa Deo Corime ccaronarrari. Auato taha pina ococo naha Zesouarri ccaronarrari. Bacco naronazapa memeuarri atti mittaronarrari: —Tiape occa erredeni. Tiaza ouati uana tarraro. Ticca uima bica tarrarorrine ouatizerraro −narrari Deo.,
LUK,3,02227," {23} Zesocca uarrano 30 nazana madirra maride torrarizaporrari. Nauiuarricca madirra poua tossonaui tauimari ssamoqquiri nazapa pouaza: Zozecca erredeni, quequenanarrari.",
LUK,3,02228," Nazama Zozecca abipa Eri, {24} Ericca abipa Matata, Matatacca abipa Rebi, Rebicca abipa Meriqui, Meriquicca abipa Zanai, Zanaicca abipa Zoze, {25} Zozecca abipa Matatia, Matatiacca abipa Amosi, Amosicca abipa Nahomo, Nahomocca abipa Esri, Esricca abipa Nacai,",
LUK,3,02229," {26} Nacaicca abipa Mahata, Mahatacca abipa Matatia, Matatiacca abipa Semehi, Semehicca abipa Zoze, Zozecca abipa Zoida, {27} Zoidacca abipa Zona, Zonacca abipa Resa, Resacca abipa Zorobabeo, Zorobabeocca abipa Saratieo, Saratieocca abipa Neri,",
LUK,3,02230," {28} Nericca abipa Meriqui, Meriquicca abipa Adi, Adicca abipa Cosama, Cosamacca abipa Eromodama, Eromodamacca abipa Eri, {29} Ericca abipa Zozoue, Zozouecca abipa Eriezeo, Eriezeocca abipa Zoromi, Zoromicca abipa Matata,",
LUK,3,02231," {30} Matatacca abipa Rebi, Rebicca abipa Simiao, Simiaocca abipa Zoda, Zodacca abipa Zoze, Zozecca abipa Zonao, Zonaocca abipa Eriaquio, {31} Eriaquiocca abipa Merea, Mereacca abipa Mena, Menacca abipa Matata, Matatacca abipa Natana,",
LUK,3,02232," {32} Natanacca abipa Dabi, Dabicca abipa Zese-Izahi, Zesecca abipa Obede, Obedecca abipa Boa, Boacca abipa Sera, Seracca abipa Nahasao, {33} Nahasaocca abipa Aminadabe, Aminadabecca abipa Adimi, Adimicca abipa Arani, Aranicca abipa Esero, Eserocca abipa Peresi, Peresicca abipa Zoda,",
LUK,3,02233," {34} Zodacca abipa Zaca, Zacacca abipa Izaqui, Izaquicca abipa Abarahao, Abarahaocca abipa Tera, Teracca abipa Nacoro, {35} Nacorocca abipa Seroco, Serococca abipa Racao, Racaocca abipa Pereque, Perequecca abipa Ebere, Eberecca abipa Serma,",
LUK,3,02234," {36} Sermacca abipa Cainana, Cainanacca abipa Arapacade, Arapacadecca abipa Semi, Semicca abipa Noe, Noecca abipa Ramequi, {37} Ramequicca abipa Matosare, Matosarecca abipa Enoqui, Enoquicca abipa Zarade, Zaradecca abipa Maharareo, Maharareocca abipa Caino, {38} Cainocca abipa Enosi, Enosicca abipa Seti, Seticca abipa Adao, Adaocca abipa Deo.",
LUK,4,02235,Lucas 4,
LUK,4,02236," {1} Zouao Zeso passo dopaniza niqui izanaha rricazapa Zeso bodiza Deo Corime torrauissa tarrari. Ueni Zorodaouarri qquemoranizapa Deo Corime Zeso iaccarrari, zama uamoni ssono carri, siba carri taniuarri madiuiuarrine.",
LUK,4,02237, {2} Nauiuarri bacco tazapa uada 40 naha madirrari. Nauiza naco uimasiri totonanade Tocorime-Taminepa Zeso nattome inarrari. Pouapa Zeso uimasiri inananiuarrine damera tarrari. Nazapa Zeso rriperaui uadari 40 naha madizapa pemiuissa tarrari.,
LUK,4,02238," {3} Nazapa Tocorime-Tamine Zesoza uati tarrari: —Deo Bedi tirrezape, rrari, tirripaniuarrine arrirraro siba zamatapa torraniuarrine uati tinarri −narrari.",
LUK,4,02239, {4} Naraha manaco Zeso Tocorime-Tamineza uati tarrari: —Deo Atti dozo nanizape arrima narraro: “Zamatapazara imadini orrari-rrerani” −narrari Zeso.,
LUK,4,02240, {5} Naui zotode uimasiri totonanade Tocorime-Taminepa ssono imeni uarri tani tetepiuarri Zeso iaqquemorazapa zama bazima pouaza auato inanarizarraro. Tocorime-Taminepa amazati Zeso zama bazima zopi icanarizarrari.,
LUK,4,02241, {6} Nazapa Tocorime-Tamine Zesoza uati tarrari: —Qqui tanerre! Arrirraro zama bazimape tiaza da onaniuarrine. Tiana narraro zama uapimacca zosse zosse taniuarrine. Narraro uapimacca biquehe naqui tiaza onananiuarrine. Arrirraro zama bazimape occa torrarrarode. Nema nezape oua touini onarraroza da onaniuarrine bica tani.,
LUK,4,02242," {7} Rrehe, tia tipitoza titteza ouaza tetizeza: “Occa tamine” tarri. Ouaza nema tezape arrirraro bazimape ticca torraniuarrine, onarraro −narrari Tocorime-Tamine atti.",
LUK,4,02243, {8} Naraha manaco Zeso Tocorime-Tamineza uati tarrari: —Deo Atti dozo nanizape arrima narraro: “Ia Zozossede Deo Pouazara tetizemanani orrari zanaporri. Poua Attizara iboraqquiri tiquenarri” nani Deo Attipe −narrari Zeso.,
LUK,4,02244," {9} Naui zotodepa Tocorime-Tamine Zeso oza panani Zerozareuarri iaccarrari. Nanicca Deoza dada toqquimacca oza tetepiuarri inanarrari. Nauiza Tocorime-Tamine Zesoza uati tapomarrari: —Rrari, tiape Deo Bedi tirrezape ticarropparri, namiuarri tissona-rreranitoui −narrari.",
LUK,4,02245," {10} —Deo Atti dozo nanizape arrima narraro: “Deopa pocca zozosse tabaqqui memeuarriccaza uati tauitoui, tia ecauemananiuarrine.",
LUK,4,02246, {11} Pouadeni birriza tia dama irrizemanezape temori naqui sibaza cauatidi-rreranitoui” nani Deo Atti dozo nanipe –narrari Tocorime-Tamine Zesoza.,
LUK,4,02247," {12} Naraha manaco Zeso uati tapomarrari: —Rrehe, Deo Atti dozo nani nema neraha Poua Atti dozo nani onihipe arrima narraro: “Ia Zozossede ticca Deo nattome tarrararro. Tettiza: ‘Deo nattome terrerarri” nani Deo Attipe −narrari Zeso.",
LUK,4,02248, {13} Uima onihiza uima onihiza Tocorime-Tamine Zeso icamaizarizaraha Zesopa Deoza ibora tauissa tazapa uimasiri inanerre canima-rrerarraro. Nazapa Tocorime-Tamine maizehe onihi bodi uatoma-rrarazapa toccanirrari. Toccaniraha zotode Zeso icamaizapomauiuarrine madirrari.,
LUK,4,02249, {14} Zesopa zama arobeni onini Carireauarri Deo Corimecca dacorehema ccanirrari. Nazapa nauiuarricca madirra bazima Zeso tauimari uati narizemanarrari.,
LUK,4,02250," {15} Oza onihi onihi narizaniuarri ccarizazapa poccadeni Deo Atti mamariuarri mari mari ihicanarizabaqqui narrari. Madirra bazima attidenipa: —Rrehe, Zesopa bica taui −nanarizemana narrari.",
LUK,4,02251," {16} Zesopa poua napiui oza panani Nazaretiuarri ccanirrari. Nauiza madinizapa rrassinarracca uada bacco teza zodeodenicca Deo Atti mamariuarri toqquezimarrari. Pouapa oza uapimaza nama nanariza narrari. Nazapa nauiza queriqquimanazapa pouana totemarrari, Deo Atti ua inaniuarrine.",
LUK,4,02252, {17} Nauicca Deo Atti mamari cacauadena pouaza Deo Atti dozo nani da inarraro. Zeso narraro papeo pico naqquini tappa-ppa ineza Deo Atti cacomerabote Izaiacca dozonirri bacco inarraro. Narraroa Cristo-Mesia madirra Idinide ccarronauitoui quequenanarrari tauimaripa arrirraroparri:,
LUK,4,02253," {18} —Ia Zozossede Deo, Poua Corime ouaza torrazapa pocca dacorehe ocarrirraro. Deopa oua tocatterrizarrari, madirra touati nauanaqquiri narrarideniza uima bicani icassiuaueraniuarrinecca uati uati onarizezape uima mimittemana nauiuarrine.",
LUK,4,02254," Nazapa pouadeni bodidenipa: “Occa uimasiri ouaza ocassera tani” quenazapa onabicabaqquiuiuarrine, onarraro. Deo oua cazossezapa arra madirra cauacossemanarraridenipa oneqquenabaqquiuitoui.",
LUK,4,02255, Arra uimasiri rrinede Tocorime-Taminerrine madirrapa pina cauacossemanarrarissa quenaraha poccadeni uimasiri peperri onanezape pina orrine rrauininerrarissa nauitoui. Arra madirra noccodeni siri naco noccodeni ssire onanabaqquiuiuarrine.,
LUK,4,02256," Arra madirra ziziniza madirizemanarrarideni naco uimasiri rrinede Tocorime-Taminecca maizanirriza rrehe quenaporaha ossiuerrene pouadeniza bacco tezape pouadeni bodideni ssire onanabaqquiza ouazana rrehe quenauiuarrine, onarraro. Madirra nanarrizo toquerrenarrarideni naco odinibaqquiuitoui, onarraro.",
LUK,4,02257, {19} Deopa oua cazosseza uati onarizarraro. Rridapanape madirraza ia Zozossede Deocca uima bicani narrorarraro. Madirra tocassiuauerauiuarrinepa narrorani −nani Izaiacca dozonirri Zeso ua inarraro.,
LUK,4,02258, {20} Nazapa Zeso papeo pico naqquini pico inanizape Deo Atti mamari cacauadeza da inanirraro. Nazapa Zeso pouadeni baccouarri uittarirrari. Nazapa rrassi zarrarideni bazima Zeso icattaqquimanazapa pouadeni mari icanabaqquirrari.,
LUK,4,02259, {21} Nazapa Zeso uati tarrari: —Deo Atti dozo nani arri ua onarrarocca uima Cristo-Mesia ccarronauitoui nanarra narraripa rridapana tiadeniza madirrariparra −narrari Zeso poua tauimari uati uati taza.,
LUK,4,02260," {22} Nazapa madirra bazima attidenipa: —A, poua attipa bica taua −quenarrari. —Naraha pouapa Zoze bediua −quenarrari.",
LUK,4,02261, {23} Naraha Zeso uati tapomarrari: —Maittaccazama icca ididenipa arrama quequenanade: “Toponi totonanomide tirrezape tia tinanomirri” quequenanarrari.,
LUK,4,02262, Nazama tiadeni naqui ocanauatori canani qqui tiquenaniuarrine touini tiquenezape ouaza tettideni nema tiquenanitiderra −narrari. —Arri oza panani Capenaouarri ocanauatori canani uima timittemanezape tettideni: “Arri ticca zamaza naqui narrarossa tinanarri” tiquenarraro nitide −narrari Zeso.,
LUK,4,02263, {24} Nazapa denima uati zanaporrari: —Parrissehera tiadeniza uati onarraro: Maittaccazamacca uimape arrima narronarraro: Deo Atti cacomerabote pocca zamaza bacco naniza naco pocca madirrapa poua attiza nacasseraqquiri narrari. Pina rridapana tiadeni naqui oua arri occa zamauarri bacco onanirraroraha ouaza parrissa tiquenerrerani.,
LUK,4,02264, {25} Nazama parrissehera tiadeniza uati onarraro: Maittaccazama naco icca idideni Izarraeo potemauidenipa Deoza rrehe quenauissa tarraraza Deopa zama onihicca madirrazana canauatori canarrari.,
LUK,4,02265, Arra Deo Atti cacomerabote Eria madiccazapa uarrano pama torrari abazico 6 canaha passo qquerrerarraro. Nezape madirra bazimaza pemi torrarizarraro. Ia Izarraeo potemaui zodeodeni iquerrenarraro icca zamaza naqui amonerre maqquirinideni rriquemanarra narronapoui narrarodeni uapi tarraro.,
LUK,4,02266, {26} Naraha narrarodeni bazimape Eria acco icanabaqquiniuarrine Deo zosse inarrararrari. Zama onihiuarrina Deo Eria zosse inarrari. Oza pamehema narraro oninipe Sarepetauarrina toccarrari. Sarepetape oza panani Sido uarrira taniza oza torrarraro. Nanicca amonerre zodeo rrerarraro maqqui zoqquerrarina acco icanarraro.,
LUK,4,02267, {27} Arrirraro uima naqui nauatoqquiri tiquenani. Maittaccazama Deo Atti cacomerabote Erizeo madipoza naco ia Izarraeo potemaui zodeodeni iquerrenarraro icca zamaza zamacoma onini leprarrine uapideni rrazimarorrarideni uapi tarrari.,
LUK,4,02268, Naraha orraria zodeo rrararrari oni Nahamapa zama Siriauarricca madirraraha Erizeoza ccarronazapa pouana tonomiui orrarirrari −narrari Zeso pouadeniza.,
LUK,4,02269, {28} Naraha zodeodenipa arra Deo Atti mamariza rrassi tarirrari bazima Zesoza boquemanarrari. Zesocca marinarrape: —Zama onihicca madirra zodeo querrena-rrararaha Deopa narrarideni naco acco icanabaqquirrari −nazapa boquemanarrari.,
LUK,4,02270," {29} Nazapa narrarideni bazima Zesoza uadimanazapa moua ininemanaza iaqquenemanarrari. Poccadeni oza panani Nazareti deniuarri iaqqueqquime-manarrari. Nazaretipe ssonoza oza torrarraro. Nani ssono memeza taniuarri iaqquemoremanarrari, coro inaronemanauiuarrine.",
LUK,4,02271, {30} (Naraha Zesopa pouadeni rraui torraui nocconiza touanarrari. Corrorrouarri bacco toquenazapa:) —Zeso coro inaronana −quenaraha madirra uapi taraha dozonirrari Zeso. Dozonizapa toccanirrari.,
LUK,4,02272, {31} Nazapa Zeso Capenaouarri toqquezipparrari. Capenaope zama Carireacca oza panani. Nanizape Deo Atti mamari carrimanarrari. Naniuarri poccadeni rrassinarracca uadaza Zesopa madirra mari icanabaqquirrari.,
LUK,4,02273," {32} Nazapa pocca marinarra mittemanazapa: —A, pocca marinarra bica taua −quenarrari. Pouapa atti carri tarrarirrine nama quenarrari.",
LUK,4,02274, {33} Nazapa Deo Atti mamariuarri Zeso mari icanabaqquiraha nauizapa madirra bodiza Tocorime-Taminecca zozosse tocorime carriha uittarirrari.,
LUK,4,02275," {34} Nazapa Zeso qqui tazapa poua bodiccarrine rrazirema atti atti narrari: —Rraho, Nazaretiuarricca Zeso! Nerrecotouira ticcarronarraro? Icca uima tinarricaniuarrine ticcarronarraroqui? Ticca uima nauato onani. Tiape Deocca Erredeni Bicabote tirrani −narrari Zesoza.",
LUK,4,02276, {35} Naraha zamarrama nauiuarrine Zeso atti dacoraza uati tarrari: —Peperri! Didi tarri! Narrari madirraza tiqquenarri! –narrari. Nanarra tocorimerrine madirra pina cco inacossarrarissa narrari. Arra rrassi taririzarrarideni baccouarri touedimarrari. Nauiza touedimazapa poua bodicca qquenarrari. Naraha poua inarrizo-rrarazapa inabiquera-rrararrari.,
LUK,4,02277," {36} Nazapa qqui toquenarraridenia uarro canirezapa pouadenira uati tocanirere canarrari: —Nerrecoma narraro marinarra carrirrari? Arrarraripa dacorehe carri, atti carri narrariua. Madirra bodicca tocorime pouarrine qquenaua −quenarrari.",
LUK,4,02278, {37} Nazapa Zeso tauimari uati narizemanazapa naui pouadeni uinoricca uarrirehema nauicca madirizemanarrarideni naco Zeso tauimari mittarizemanarrari.,
LUK,4,02279," {38} Nazapa Zeso arra zodeodenicca Deo Atti mamariuarri qquenaza toccarrari, Simaocca ozauarri toqquezimarrari. Nanizape Simao massodini coma tarraro, uapini ppocorarraro. Nazapa Zesoza uati toquenarrari: —Poni tinanomirri −quenarrari.",
LUK,4,02280, {39} Nazapa Zeso poni icattoma naza arri uapini ppocorarraroza: —Peperri tarri −narrari. Nanerre uapini tonauiui narraro. Nezape amazati tonomiza totemezape arra Zeso pocca mamari tabaqqui tezerre inarripabaqquirrari.,
LUK,4,02281," {40} Nazapa marri tonauiza arra comaqquiri narrarideni cacauadedeni Zesouarri eccarronabaqquirrari. Poccadeni zamacoma comani onihi onihi narizarraro carrimanaza Zesouarri eccarronabaqquirrari. Nazapa comaqquiri narrarideni bara inarizabaqquirrari. Ouaha bara inebo, ouaha bara inebo narizazapa tocanomirerizarrari.",
LUK,4,02282, {41} Madirra bodideniza Tocorime-Taminecca zozosse tocorime carrimanarrarideni naco Zeso pouadeniza uati tazapa bodidenicca rrauininerrari.,
LUK,4,02283, Tocorimedenia Zesopa madirra Idinide Cristo-Mesia pouaza nauatoqquiri nazapa rroua rroua quenarrari: —Tiape Deo Bedi tirrani! −quenaraha Zesopa poua tauimari ecomeremananiuarrine nacassera tazapa: —Peperri tiquenarri! −naza didi inanabaqquirrari.,
LUK,4,02284," {42} Ssiuarrarroneza Zesopa naui oza pananiza toqquenazapa madirra madide nouerauiuarri toccarrari. Nazapa madirra bazima pouatoui qqui narizemanarrari. Zeso bacco iquenazapa: —Arri iaza timadiccarri, oza onihiuarri tiqquerrerarri –quenarrari.",
LUK,4,02285," {43} Naraha poua attipa: —Ouape oza onihiuarri naqui Deocca cacauehecca uima bicani mari mari onarizaniuarrine, onarraro. Nema onaniuarrine occa Abipa oua cazosserrari –narrari Zeso.",
LUK,4,02286, {44} Arra pouapa Izarraeodenicca zama Zodeauarri Deo Atti mamari onihi onihi narizaniuarri mari mari nanariza narrari.,
LUK,5,02287,Lucas 5,
LUK,5,02288," {1} Zesopa Carireauarri Deo Atti maride ccarizazapa Carireacca coriza onini onihi Zenezare inidiuarri toqquezipparrari. Nauizapa madirra uapi taha rrauirronarrari, Deo Atti mittemanauiuarrine. Nauizana Zeso quebericossabote narrari.",
LUK,5,02289, {2} Nazapa Zeso qqui tanerre darroni capamehe irrirani ssiquiza cacoda narraro. Darroni rrinededenipa coriza inidiza tarrapa ssauade toquerrenarrari.,
LUK,5,02290," {3} Darroni carrariepe Simaocca. Narraroza Zeso toqquezaza rrinedeza uati tarrari: —Simao, madirra domo uaui uarrirri canaza mari ocanabaqquiuiuarrine oua zo ticanarri −narrari. Nazapa Zeso darroniza uittizazapa madirra bazima mari icanabaqquirrari.",
LUK,5,02291," {4} Nazapa mari icanabaqquia rricazapa Simaoza uati tarrari: —Ticca darroni arricca coriza nocconi zarra taniuarri ori ticanemaneza ticcadeni tarrapa coro ticazanemanarri, aba ticarrimananiuarrine −narrari Zeso.",
LUK,5,02292," {5} Nazapa Simao Zesoza uati tarrari: —Ia Maride, iape zome inassiuarreraha aba icarri nerrerani −narrari. —Neraha ia ticazossebaqquizape icca tarrapa coro icazippana −narrari Simao.",
LUK,5,02293, {6} Nazapa coriza nocconiuarri ori toquenaza tarrapa coro icazanemanarraro. Rroca icanimoremanezape aba carrirraro. Ccanarra tarrarirrine tarrapape catarrorirraro.,
LUK,5,02294," {7} Nazapa pouadeni tesse darroni onihiccatoui zepedeni uaza uaza quenarrari, —Ibirri acco tocanabaqquina −quenaza. Bacco quenaza rroca icazemanezape aba uemarra narrari. Darroni capameraha carrirraro. Narrari aba qquenerrepa rre tocanemanabote narrari.",
LUK,5,02295," {8} Nazapa Simao-Pedoro narrari aba uemaui qqui tazapa uarro narrari. Nazapa Simao Zeso baccouarri poua pitoza uitti naza uati tarrari: —Ia Zozossede, arri ouazape uarri tinarri! Ouape uimasiri sse onani −narrari.",
LUK,5,02296," {9} Arra aba uemaui qqui toquenaza Simaopa cappinarrari, poua tessedeni naco cappinemanarrari.",
LUK,5,02297," {10} Arra Simao poua tesse Zebedeo bedideni Tiaco, Zouao quenarrarideni naco: —A nerrecotoui aba uemarrari? −quenarrari. Bazima cappinemanaraha Zesopa Simaoza uati tarrari: —Ticappina terrerarri.",
LUK,5,02298, Rridapanape madirra maride tirrana. Taidepe aba tiaza torrauiuarrine tizepe ihirri naccaderra neraha rridapanape madirra Deoza toquerrenauiuarrine tizepe irrizanaponitoui −narrari Zeso Simaoza.,
LUK,5,02299," {11} Nazapa ori nanimanarrari. Coriza inidi bacco nanimanaza darronipe ssoqueque icazanemanarraro. Nazapa Zesoza rraui torrauiuarrinepa poccadeni darroni, poccadeni tarrapa, poccadeni aba, poccadeni madierrine bazima naqui inebomaneza Zesozana rraui torrarrari.",
LUK,5,02300, {12} Zesopa zama arobeni Carirea oza panani onihiza onihiza mari mari narizazapa madirra zamacoma onini leprarrine uapi rrazimaroui pouaza bacco narronarrari.,
LUK,5,02301," Zeso qqui tazapa poua bodia: —Zesona deni torraui, ouape arrimani orrani −naza Zeso baccouarri poua pitoza uitta naza panope namizana bacco tarraro. Nazapa Zesoza uati tarrari: —Oua Zozossede, ouape bica onerreraraha tia touini tezape oua tinanabicaniuarrine nauato tinani −narrari.",
LUK,5,02302," {13} Nazapa Zeso poua zepeza bara inazapa: —Rrehe, touini onani. Tibicarri −narrari. Nanarra amazati poua uapicca amossissi nezapa tobicarrari.",
LUK,5,02303," {14} Nazapa Zeso pouaza uati tarrari: —Arri tibicanicca uima madirradeniza uati tariza terrerana. Neraha Deoza dada toqquimauarrina ticcarri, onarraro. Naniza tiqquezimazape dada toqquimade orrariazara tepi tobicani tia noue tinarri.",
LUK,5,02304," Nezape Deoza ticca uima bica terreranicca toppinerezape ticca danirri Deoza torraniuarrine ouaha ouaha naha pina eueue, ppiriri, oqui narrari da da tizimana. Pina Moizecca marinarraza iboraqquiri inarrarossa tinanarri, onarraro. Nezape bazimaza ticca uima toppinerani auato tezape: “Parrissa tibicarraro” quenauiuarrine −narrari Zeso pouarrine uapi tobicarrariza.",
LUK,5,02305," {15} Naraha Zeso poua tauimaripe ssarra tarizarraro. Narrarorrine madirra bazima Zeso poua atti mittade rrauirronana canarrari, madirra tocanomireuiuarrine naco rrauirronana canarrari.",
LUK,5,02306," {16} Naraha Zesopa poua motta madirra nouerauiuarri totocca narrari, Deoza uati uati tauiuarrine.",
LUK,5,02307," {17} Zotodepa Zeso madirra maride torrazapa zodeodeni mota marinarra parizeoza rrehe quenarrarideni, zodeodenicca marinarra maridedeni naco mittade rrassi taririzarrari.",
LUK,5,02308," Narraridenipa zama arobeni Carireauarricca oza uapimacca rrauirronarizarrari, zama arobeni Zodeauarricca oza bazimacca naco rrauirronarizarrari, oza panani Zerozarecca naco rrauirronarizarrari. Nazama Zeso maride torraza, madirra inanomibaqquiuiuarrine naqui Deocca dacorehepe Zesorrine auato tarraro.",
LUK,5,02309, {18} Nazapa madirra ide tone bicarraraza isso siri torrauipa poua taboroza poriza poua tessedeni zorro icanarronemanarrari. —Zeso baccouarri poriuiuarrine oza bodiuarri zorro icazimana −quenarrari.,
LUK,5,02310, {19} Naraha madirra siba tazapa zorro icazimemanauiuarrine torrera tezape oza tetepiuarrina zorro icanamaromanarrari. Oza tetepini arobeniuarri icataborrizemanezape madirra isso siri torraui poua taboroza poriza tappa icanaronemanarrari. Madirra domo uauarraniui nocconiza da icanaronemanazapa Zeso poua baccouarri bacco tocanaronarrari.,
LUK,5,02311," {20} Zeso pouatoui damamera taui qqui tazapa poua bodiza nauato tarrari: —Parrissa, Zesopa madirra inanomiuiuarrine nauato taui −quenaui Zeso pouaza auato tezape coma tarrariza uati tarrari: —Otesse, arri uimasiri tinanarraro bazimape onanamossini. Rridapana ticca uima Deoza tobicani –narrari Zeso.",
LUK,5,02312," {21} Zeso atti nama nazapa zodeodenicca marinarra maridedeni, parizeodeni tezerre bodideni uatome-manazapa: —Paparra, Zesopa “Uimasiri onanamossina” naua. Poua attipa: “Ouape pina Deo orrani” nanarra narrarissa naua. Zesocca uimape bica terrerani pina Deo tamassorrarissa naui! Naraha Deo Pouana orrarirrari uimasiri inanamossiniuarrine −quenarrari.",
LUK,5,02313, {22} Naraha Zesopa pouadeni bodicca uima nauato tazapa pouadeniza uati tarrari: —Nerrecotoui tibodideniza nema tiquenarraro? −narrari.,
LUK,5,02314," {23} —Rrari, tibodideni uatome-manarri nerrecoma narraro uimana tiadeniza denima narrora tani? Arra madirra coma tarraricca uimasiri onanamossini narrora taqui? Coma tarrari onanabicauina denima narrora tarrarorane?",
LUK,5,02315," {24} Naraha arri oua Madirra Bedi orrarrarope madirracca uimasiri onanamossiniuarrine Deocca dacorehe ocarrini nauatoqquiri tiquenaniuarrinepe, arri namiza naqui ouatti ocarrini nauatoqquiri tiquenaniuarrine coma tarrariza uati onana –narrari Zeso.",
LUK,5,02316, Nazapa madirra isso siri torrauiza uati tarrari: —Tiaza uati oneza: Titemarri! Titaboro tidiza ticca ozauarri ticcanirri! −narrari.,
LUK,5,02317," {25} Nazapa amazati totemaza bazima cattomama canaraha poua taboro idi naza pocca ozauarri toccanirrari. Nazapa Deoza touatizeniza rriri rriri tanirrari: —Deopa bica taui, bica taui! −tanirrari.",
LUK,5,02318," {26} Nazapa madirra bazima cappinemanaraha uatizemanazapa: —A, Deorrine bica tani! −quenarrari. —Arri rridapana qqui inarrarope bica tani −quenarrari.",
LUK,5,02319," {27} Naui zotodepa Zeso rraui toccaza rromanodenicca taminecca zossenirri ziniro nanaccade qqui tarrari. Poua onipa Rebi. (Poua oni ouahapa Mateo.) Naui rromanodeniza ziniro da taniuarrine ihinaqquemana naniuarricca oza bedeni bodiza uittizazapa Zeso pouaza uati tarrari: —Rrina, ouaza ticcarri −narrari.",
LUK,5,02320," {28} Nazapa Rebi pocca tarabaia inebo, Zesozana toccarrari.",
LUK,5,02321," {29} Zotodepa Rebi Zesoza uatizezapa: —Irripaqquina −narrari. Nazapa pocca ozauarri poua tessedeni Zeso tezerre rripaqquimanauiuarrine zamatapa uemaui narrorarrari. Queriqquimanaza poua tesse rromanodenicca taminecca zossenirri ziniro nanaccadedeni, poua tessedeni tezerre rripaqquimanarrari. Nauiza madirra ouahadeni naco Zeso pocca mamari tabaqquima rripemanarrari.",
LUK,5,02322," {30} Naraha nauiza naco zodeodenicca marinarra parizeoza rrehe quenarrarideni, zodeodenicca marinarra maridedeni tezerrepa madirra uimasiri carrimanarrarideni tezerre Zesodeni rripemanaui qqui toquenarrari.",
LUK,5,02323," Narraro uimaza nacasseraqquiri nazapa Zesocca mamari tabaqquiza atti atti quenarrari: —A nerrecotoui tiadenipe rromanodenicca taminecca zossenirri ziniro nanaccadedeni tezerre, uimasiri carrimanarrarideni tezerre tirripemanarraro? −quenarrari. (Arra madirra nama narrarideni tezerrepa rripade oppina tani quequenanarrari.)",
LUK,5,02324, {31} Nazapa Zeso pouadeniza uati tarrari: —Ponima pouadeniza orripa-rrerarraro.,
LUK,5,02325, Pouama otoui uaua quena-rraraui. Nomiqquiri narraridenipa toponi totonanomide touini quena-rrararaha comaqquiri narraridenina toponi totonanomide touini quequenanarrari −narrari. —Ouape pina toponi totonanomidessa onarraro. Madirradenicca uima Deoza tobicaniuarrine pouadeni accode occarronarrarode.,
LUK,5,02326," {32} Naraha madirrapa: “Iape bicaqquiri inani” quequenanarraridenicca uima onanabicaniuarrine occarrona-rrerarraro. Uimasiri carrimanarraridenicca uima onanabicaniuarrinena occarronarraro. Pouadeni bodideni acco ocanabaqquiza: “Uimasiri inebona” quenauiuarrine, onarraro. Pouadeni bodi cacarriqquimerazapa Deocca uima zatiza toquerrenauiuarrine, onarraro −narrari Zeso.",
LUK,5,02327, {33} Naraha nauicca madirrapa Zesoza uati toquenarrari: —Zouaocca mamari tabaqquipa rripehe nebocossemanazapa Deozara uati uati zazanapomana narrari. Zodeodenicca marinarra parizeoza rrehe quenarraridenicca mamari tabaqqui naco arra Zouaocca mamari tabaqquissa quequenanarrari. Naraha nerrecotoui ticca mamari tabaqquia rrirripaqquimana narrari? −quenarrari Zesoza.,
LUK,5,02328, {34}-{35} Naraha manaco Zeso poua cacomerarrari: —Arra zabisso amonerre carribote narrari pocca errete narroroza poua tessedenitoui uaua nazapa bazima pouaza queriqquizapa narrarideniza: “Rripehepe tinebocossemanaccarri” tiquenapazerre? Nema tiquenerreranitoui. Poua tessedenipa pouaza uatizemanaza rripaqquimanauitoui.,
LUK,5,02328r, {34}-{35} Naraha manaco Zeso poua cacomerarrari: —Arra zabisso amonerre carribote narrari pocca errete narroraza poua tessedenitoui uaua nazapa bazima pouaza queriqquizapa narrarideniza: “Rripehepe tinebocossemanaccarri” tiquenapazerre? Nema tiquenerreranitoui. Poua tessedenipa pouaza uatizemanaza rripaqquimanauitoui.,
LUK,5,02329," Naraha uada onihiccaza zabisso uenabote narrari iaqquemanazapa poua tessedeni rripehe nebocossemanauitoui −narrari Zeso. (Nazama narraro uimape Zeso arra namiuarri madizapa poua tessedeni pouaza uatizemanaza poua tezerre rrirripaqquimana narrariparra. Naraha zotode poua inanazoqque-manazapa poua tessedenipa rripehe nebocosse-manaccauitoui, narrariparra.)",
LUK,5,02330, {36} Nazapa arrirraro namiza imadinicca uima onihi Zeso pouadeniza uati tarrari: —Icca etero zatipe etero rradaniza uanacossaniuarrinepe ccado ccado inerrerarraro. Icca etero nema inanezape icca etero zati inauaidirarraro.,
