file_name,book_id,chapter_start,verse_start,timestamp,chapter_length
B07___01_1Corinthians__N2KORSKV.mp3,1CO,1,1,4.91,241.1102041
B07___01_1Corinthians__N2KORSKV.mp3,1CO,1,2,12.68,241.1102041
B07___01_1Corinthians__N2KORSKV.mp3,1CO,1,3,27.08,241.1102041
B07___01_1Corinthians__N2KORSKV.mp3,1CO,1,4,32.82,241.1102041
B07___01_1Corinthians__N2KORSKV.mp3,1CO,1,5,40.54,241.1102041
B07___01_1Corinthians__N2KORSKV.mp3,1CO,1,6,45,241.1102041
B07___01_1Corinthians__N2KORSKV.mp3,1CO,1,7,48.62,241.1102041
B07___01_1Corinthians__N2KORSKV.mp3,1CO,1,8,55.16,241.1102041
B07___01_1Corinthians__N2KORSKV.mp3,1CO,1,9,60.82,241.1102041
B07___01_1Corinthians__N2KORSKV.mp3,1CO,1,10,67.74,241.1102041
B07___01_1Corinthians__N2KORSKV.mp3,1CO,1,11,80.94,241.1102041
B07___01_1Corinthians__N2KORSKV.mp3,1CO,1,12,86.78,241.1102041
B07___01_1Corinthians__N2KORSKV.mp3,1CO,1,13,97.33,241.1102041
B07___01_1Corinthians__N2KORSKV.mp3,1CO,1,14,104.94,241.1102041
B07___01_1Corinthians__N2KORSKV.mp3,1CO,1,15,109.93,241.1102041
B07___01_1Corinthians__N2KORSKV.mp3,1CO,1,16,114.01,241.1102041
B07___01_1Corinthians__N2KORSKV.mp3,1CO,1,17,121.77,241.1102041
B07___01_1Corinthians__N2KORSKV.mp3,1CO,1,18,132.04,241.1102041
B07___01_1Corinthians__N2KORSKV.mp3,1CO,1,19,140.4,241.1102041
B07___01_1Corinthians__N2KORSKV.mp3,1CO,1,20,147.26,241.1102041
B07___01_1Corinthians__N2KORSKV.mp3,1CO,1,21,155.21,241.1102041
B07___01_1Corinthians__N2KORSKV.mp3,1CO,1,22,164.64,241.1102041
B07___01_1Corinthians__N2KORSKV.mp3,1CO,1,23,168.15,241.1102041
B07___01_1Corinthians__N2KORSKV.mp3,1CO,1,24,174.73,241.1102041
B07___01_1Corinthians__N2KORSKV.mp3,1CO,1,25,182.03,241.1102041
B07___01_1Corinthians__N2KORSKV.mp3,1CO,1,26,189.17,241.1102041
B07___01_1Corinthians__N2KORSKV.mp3,1CO,1,27,197.81,241.1102041
B07___01_1Corinthians__N2KORSKV.mp3,1CO,1,28,204.54,241.1102041
B07___01_1Corinthians__N2KORSKV.mp3,1CO,1,29,211,241.1102041
B07___01_1Corinthians__N2KORSKV.mp3,1CO,1,30,214.52,241.1102041
B07___01_1Corinthians__N2KORSKV.mp3,1CO,1,31,222.78,241.1102041
B07___02_1Corinthians__N2KORSKV.mp3,1CO,2,1,3.36,137.0906122
B07___02_1Corinthians__N2KORSKV.mp3,1CO,2,2,12.27,137.0906122
B07___02_1Corinthians__N2KORSKV.mp3,1CO,2,3,17.74,137.0906122
B07___02_1Corinthians__N2KORSKV.mp3,1CO,2,4,21.4,137.0906122
B07___02_1Corinthians__N2KORSKV.mp3,1CO,2,5,29.11,137.0906122
B07___02_1Corinthians__N2KORSKV.mp3,1CO,2,6,34.91,137.0906122
B07___02_1Corinthians__N2KORSKV.mp3,1CO,2,7,42.94,137.0906122
B07___02_1Corinthians__N2KORSKV.mp3,1CO,2,8,49.49,137.0906122
B07___02_1Corinthians__N2KORSKV.mp3,1CO,2,9,54.83,137.0906122
B07___02_1Corinthians__N2KORSKV.mp3,1CO,2,10,63.29,137.0906122
B07___02_1Corinthians__N2KORSKV.mp3,1CO,2,11,71.32,137.0906122
B07___02_1Corinthians__N2KORSKV.mp3,1CO,2,12,81.67,137.0906122
B07___02_1Corinthians__N2KORSKV.mp3,1CO,2,13,89.48,137.0906122
B07___02_1Corinthians__N2KORSKV.mp3,1CO,2,14,98.16,137.0906122
B07___02_1Corinthians__N2KORSKV.mp3,1CO,2,15,108.01,137.0906122
B07___02_1Corinthians__N2KORSKV.mp3,1CO,2,16,114,137.0906122
B07___03_1Corinthians__N2KORSKV.mp3,1CO,3,1,4.11,183.562449
B07___03_1Corinthians__N2KORSKV.mp3,1CO,3,2,12.32,183.562449
B07___03_1Corinthians__N2KORSKV.mp3,1CO,3,3,19.57,183.562449
B07___03_1Corinthians__N2KORSKV.mp3,1CO,3,4,30.07,183.562449
B07___03_1Corinthians__N2KORSKV.mp3,1CO,3,5,38.48,183.562449
B07___03_1Corinthians__N2KORSKV.mp3,1CO,3,6,47.17,183.562449
B07___03_1Corinthians__N2KORSKV.mp3,1CO,3,7,52.34,183.562449
B07___03_1Corinthians__N2KORSKV.mp3,1CO,3,8,60.27,183.562449
B07___03_1Corinthians__N2KORSKV.mp3,1CO,3,9,66.28,183.562449
B07___03_1Corinthians__N2KORSKV.mp3,1CO,3,10,71.12,183.562449
B07___03_1Corinthians__N2KORSKV.mp3,1CO,3,11,83.65,183.562449
B07___03_1Corinthians__N2KORSKV.mp3,1CO,3,12,89.86,183.562449
B07___03_1Corinthians__N2KORSKV.mp3,1CO,3,13,96.94,183.562449
B07___03_1Corinthians__N2KORSKV.mp3,1CO,3,14,108.04,183.562449
B07___03_1Corinthians__N2KORSKV.mp3,1CO,3,15,113.87,183.562449
B07___03_1Corinthians__N2KORSKV.mp3,1CO,3,16,122.21,183.562449
B07___03_1Corinthians__N2KORSKV.mp3,1CO,3,17,128.85,183.562449
B07___03_1Corinthians__N2KORSKV.mp3,1CO,3,18,137.98,183.562449
B07___03_1Corinthians__N2KORSKV.mp3,1CO,3,19,146.21,183.562449
B07___03_1Corinthians__N2KORSKV.mp3,1CO,3,20,152.62,183.562449
B07___03_1Corinthians__N2KORSKV.mp3,1CO,3,21,157.91,183.562449
B07___03_1Corinthians__N2KORSKV.mp3,1CO,3,22,162.4,183.562449
B07___03_1Corinthians__N2KORSKV.mp3,1CO,3,23,171.79,183.562449
B07___04_1Corinthians__N2KORSKV.mp3,1CO,4,1,3.29,193.7763265
B07___04_1Corinthians__N2KORSKV.mp3,1CO,4,2,9.33,193.7763265
B07___04_1Corinthians__N2KORSKV.mp3,1CO,4,3,13.24,193.7763265
B07___04_1Corinthians__N2KORSKV.mp3,1CO,4,4,22.61,193.7763265
B07___04_1Corinthians__N2KORSKV.mp3,1CO,4,5,30.46,193.7763265
B07___04_1Corinthians__N2KORSKV.mp3,1CO,4,6,45.97,193.7763265
B07___04_1Corinthians__N2KORSKV.mp3,1CO,4,7,60.23,193.7763265
B07___04_1Corinthians__N2KORSKV.mp3,1CO,4,8,70.95,193.7763265
B07___04_1Corinthians__N2KORSKV.mp3,1CO,4,9,84.2,193.7763265
B07___04_1Corinthians__N2KORSKV.mp3,1CO,4,10,96.6,193.7763265
B07___04_1Corinthians__N2KORSKV.mp3,1CO,4,11,109.73,193.7763265
B07___04_1Corinthians__N2KORSKV.mp3,1CO,4,12,115.95,193.7763265
B07___04_1Corinthians__N2KORSKV.mp3,1CO,4,13,122.13,193.7763265
B07___04_1Corinthians__N2KORSKV.mp3,1CO,4,14,129.74,193.7763265
B07___04_1Corinthians__N2KORSKV.mp3,1CO,4,15,136.85,193.7763265
B07___04_1Corinthians__N2KORSKV.mp3,1CO,4,16,146.28,193.7763265
B07___04_1Corinthians__N2KORSKV.mp3,1CO,4,17,150.37,193.7763265
B07___04_1Corinthians__N2KORSKV.mp3,1CO,4,18,160.5,193.7763265
B07___04_1Corinthians__N2KORSKV.mp3,1CO,4,19,163.98,193.7763265
B07___04_1Corinthians__N2KORSKV.mp3,1CO,4,20,172.29,193.7763265
B07___04_1Corinthians__N2KORSKV.mp3,1CO,4,21,177.08,193.7763265
B07___05_1Corinthians__N2KORSKV.mp3,1CO,5,1,3.16,124.8914286
B07___05_1Corinthians__N2KORSKV.mp3,1CO,5,2,15.65,124.8914286
B07___05_1Corinthians__N2KORSKV.mp3,1CO,5,3,25.12,124.8914286
B07___05_1Corinthians__N2KORSKV.mp3,1CO,5,4,35.44,124.8914286
B07___05_1Corinthians__N2KORSKV.mp3,1CO,5,5,43.23,124.8914286
B07___05_1Corinthians__N2KORSKV.mp3,1CO,5,6,51.81,124.8914286
B07___05_1Corinthians__N2KORSKV.mp3,1CO,5,7,57.57,124.8914286
B07___05_1Corinthians__N2KORSKV.mp3,1CO,5,8,65.93,124.8914286
B07___05_1Corinthians__N2KORSKV.mp3,1CO,5,9,76.15,124.8914286
B07___05_1Corinthians__N2KORSKV.mp3,1CO,5,10,81.25,124.8914286
B07___05_1Corinthians__N2KORSKV.mp3,1CO,5,11,90.58,124.8914286
B07___05_1Corinthians__N2KORSKV.mp3,1CO,5,12,105.77,124.8914286
B07___05_1Corinthians__N2KORSKV.mp3,1CO,5,13,113.72,124.8914286
B07___06_1Corinthians__N2KORSKV.mp3,1CO,6,1,3.38,182.0212245
B07___06_1Corinthians__N2KORSKV.mp3,1CO,6,2,11.79,182.0212245
B07___06_1Corinthians__N2KORSKV.mp3,1CO,6,3,21.64,182.0212245
B07___06_1Corinthians__N2KORSKV.mp3,1CO,6,4,29.3,182.0212245
B07___06_1Corinthians__N2KORSKV.mp3,1CO,6,5,36.08,182.0212245
B07___06_1Corinthians__N2KORSKV.mp3,1CO,6,6,45.09,182.0212245
B07___06_1Corinthians__N2KORSKV.mp3,1CO,6,7,49.78,182.0212245
B07___06_1Corinthians__N2KORSKV.mp3,1CO,6,8,60.56,182.0212245
B07___06_1Corinthians__N2KORSKV.mp3,1CO,6,9,65.44,182.0212245
B07___06_1Corinthians__N2KORSKV.mp3,1CO,6,10,80.11,182.0212245
B07___06_1Corinthians__N2KORSKV.mp3,1CO,6,11,88.37,182.0212245
B07___06_1Corinthians__N2KORSKV.mp3,1CO,6,12,101.19,182.0212245
B07___06_1Corinthians__N2KORSKV.mp3,1CO,6,13,111.5,182.0212245
B07___06_1Corinthians__N2KORSKV.mp3,1CO,6,14,125.89,182.0212245
B07___06_1Corinthians__N2KORSKV.mp3,1CO,6,15,130.95,182.0212245
B07___06_1Corinthians__N2KORSKV.mp3,1CO,6,16,140.7,182.0212245
B07___06_1Corinthians__N2KORSKV.mp3,1CO,6,17,150.65,182.0212245
B07___06_1Corinthians__N2KORSKV.mp3,1CO,6,18,155.85,182.0212245
B07___06_1Corinthians__N2KORSKV.mp3,1CO,6,19,166.44,182.0212245
B07___06_1Corinthians__N2KORSKV.mp3,1CO,6,20,174.57,182.0212245
B07___07_1Corinthians__N2KORSKV.mp3,1CO,7,1,3.38,361.3518367
B07___07_1Corinthians__N2KORSKV.mp3,1CO,7,2,11.56,361.3518367
B07___07_1Corinthians__N2KORSKV.mp3,1CO,7,3,19.41,361.3518367
B07___07_1Corinthians__N2KORSKV.mp3,1CO,7,4,25.91,361.3518367
B07___07_1Corinthians__N2KORSKV.mp3,1CO,7,5,36.17,361.3518367
B07___07_1Corinthians__N2KORSKV.mp3,1CO,7,6,50.52,361.3518367
B07___07_1Corinthians__N2KORSKV.mp3,1CO,7,7,55.12,361.3518367
B07___07_1Corinthians__N2KORSKV.mp3,1CO,7,8,64.13,361.3518367
B07___07_1Corinthians__N2KORSKV.mp3,1CO,7,9,70.21,361.3518367
B07___07_1Corinthians__N2KORSKV.mp3,1CO,7,10,77.91,361.3518367
B07___07_1Corinthians__N2KORSKV.mp3,1CO,7,11,85.17,361.3518367
B07___07_1Corinthians__N2KORSKV.mp3,1CO,7,12,93.16,361.3518367
B07___07_1Corinthians__N2KORSKV.mp3,1CO,7,13,103.52,361.3518367
B07___07_1Corinthians__N2KORSKV.mp3,1CO,7,14,110.61,361.3518367
B07___07_1Corinthians__N2KORSKV.mp3,1CO,7,15,123.29,361.3518367
B07___07_1Corinthians__N2KORSKV.mp3,1CO,7,16,133.37,361.3518367
B07___07_1Corinthians__N2KORSKV.mp3,1CO,7,17,140.57,361.3518367
B07___07_1Corinthians__N2KORSKV.mp3,1CO,7,18,150.37,361.3518367
B07___07_1Corinthians__N2KORSKV.mp3,1CO,7,19,164.03,361.3518367
B07___07_1Corinthians__N2KORSKV.mp3,1CO,7,20,172.57,361.3518367
B07___07_1Corinthians__N2KORSKV.mp3,1CO,7,21,176.21,361.3518367
B07___07_1Corinthians__N2KORSKV.mp3,1CO,7,22,184.38,361.3518367
B07___07_1Corinthians__N2KORSKV.mp3,1CO,7,23,194.69,361.3518367
B07___07_1Corinthians__N2KORSKV.mp3,1CO,7,24,199.11,361.3518367
B07___07_1Corinthians__N2KORSKV.mp3,1CO,7,25,205.65,361.3518367
B07___07_1Corinthians__N2KORSKV.mp3,1CO,7,26,215.49,361.3518367
B07___07_1Corinthians__N2KORSKV.mp3,1CO,7,27,221.44,361.3518367
B07___07_1Corinthians__N2KORSKV.mp3,1CO,7,28,229.11,361.3518367
B07___07_1Corinthians__N2KORSKV.mp3,1CO,7,29,241.31,361.3518367
B07___07_1Corinthians__N2KORSKV.mp3,1CO,7,30,251.21,361.3518367
B07___07_1Corinthians__N2KORSKV.mp3,1CO,7,31,261.48,361.3518367
B07___07_1Corinthians__N2KORSKV.mp3,1CO,7,32,269.41,361.3518367
B07___07_1Corinthians__N2KORSKV.mp3,1CO,7,33,279.08,361.3518367
B07___07_1Corinthians__N2KORSKV.mp3,1CO,7,34,283.8,361.3518367
B07___07_1Corinthians__N2KORSKV.mp3,1CO,7,35,299.08,361.3518367
B07___07_1Corinthians__N2KORSKV.mp3,1CO,7,36,309.29,361.3518367
B07___07_1Corinthians__N2KORSKV.mp3,1CO,7,37,321.5,361.3518367
B07___07_1Corinthians__N2KORSKV.mp3,1CO,7,38,334.74,361.3518367
B07___07_1Corinthians__N2KORSKV.mp3,1CO,7,39,341.98,361.3518367
B07___07_1Corinthians__N2KORSKV.mp3,1CO,7,40,352.16,361.3518367
B07___08_1Corinthians__N2KORSKV.mp3,1CO,8,1,3.11,122.357551
B07___08_1Corinthians__N2KORSKV.mp3,1CO,8,2,12.08,122.357551
B07___08_1Corinthians__N2KORSKV.mp3,1CO,8,3,16.45,122.357551
B07___08_1Corinthians__N2KORSKV.mp3,1CO,8,4,19.83,122.357551
B07___08_1Corinthians__N2KORSKV.mp3,1CO,8,5,29.91,122.357551
B07___08_1Corinthians__N2KORSKV.mp3,1CO,8,6,37.12,122.357551
B07___08_1Corinthians__N2KORSKV.mp3,1CO,8,7,51.65,122.357551
B07___08_1Corinthians__N2KORSKV.mp3,1CO,8,8,64.01,122.357551
B07___08_1Corinthians__N2KORSKV.mp3,1CO,8,9,70.09,122.357551
B07___08_1Corinthians__N2KORSKV.mp3,1CO,8,10,76.22,122.357551
B07___08_1Corinthians__N2KORSKV.mp3,1CO,8,11,86.85,122.357551
B07___08_1Corinthians__N2KORSKV.mp3,1CO,8,12,93.95,122.357551
B07___08_1Corinthians__N2KORSKV.mp3,1CO,8,13,101.53,122.357551
B07___09_1Corinthians__N2KORSKV.mp3,1CO,9,1,3.38,246.9616327
B07___09_1Corinthians__N2KORSKV.mp3,1CO,9,2,14.68,246.9616327
B07___09_1Corinthians__N2KORSKV.mp3,1CO,9,3,23.54,246.9616327
B07___09_1Corinthians__N2KORSKV.mp3,1CO,9,4,27.28,246.9616327
B07___09_1Corinthians__N2KORSKV.mp3,1CO,9,5,29.95,246.9616327
B07___09_1Corinthians__N2KORSKV.mp3,1CO,9,6,37.29,246.9616327
B07___09_1Corinthians__N2KORSKV.mp3,1CO,9,7,42.86,246.9616327
B07___09_1Corinthians__N2KORSKV.mp3,1CO,9,8,52.8,246.9616327
B07___09_1Corinthians__N2KORSKV.mp3,1CO,9,9,58.41,246.9616327
B07___09_1Corinthians__N2KORSKV.mp3,1CO,9,10,66.45,246.9616327
B07___09_1Corinthians__N2KORSKV.mp3,1CO,9,11,76.01,246.9616327
B07___09_1Corinthians__N2KORSKV.mp3,1CO,9,12,82.56,246.9616327
B07___09_1Corinthians__N2KORSKV.mp3,1CO,9,13,96.91,246.9616327
B07___09_1Corinthians__N2KORSKV.mp3,1CO,9,14,107.5,246.9616327
B07___09_1Corinthians__N2KORSKV.mp3,1CO,9,15,114.89,246.9616327
B07___09_1Corinthians__N2KORSKV.mp3,1CO,9,16,127.98,246.9616327
B07___09_1Corinthians__N2KORSKV.mp3,1CO,9,17,137.91,246.9616327
B07___09_1Corinthians__N2KORSKV.mp3,1CO,9,18,147.21,246.9616327
B07___09_1Corinthians__N2KORSKV.mp3,1CO,9,19,156.49,246.9616327
B07___09_1Corinthians__N2KORSKV.mp3,1CO,9,20,163.26,246.9616327
B07___09_1Corinthians__N2KORSKV.mp3,1CO,9,21,176.5,246.9616327
B07___09_1Corinthians__N2KORSKV.mp3,1CO,9,22,188.11,246.9616327
B07___09_1Corinthians__N2KORSKV.mp3,1CO,9,23,199.33,246.9616327
B07___09_1Corinthians__N2KORSKV.mp3,1CO,9,24,205.65,246.9616327
B07___09_1Corinthians__N2KORSKV.mp3,1CO,9,25,213.17,246.9616327
B07___09_1Corinthians__N2KORSKV.mp3,1CO,9,26,220.97,246.9616327
B07___09_1Corinthians__N2KORSKV.mp3,1CO,9,27,226.77,246.9616327
B07___10_1Corinthians__N2KORSKV.mp3,1CO,10,1,3.2,244.5844898
B07___10_1Corinthians__N2KORSKV.mp3,1CO,10,2,10.64,244.5844898
B07___10_1Corinthians__N2KORSKV.mp3,1CO,10,3,14.9,244.5844898
B07___10_1Corinthians__N2KORSKV.mp3,1CO,10,4,17.8,244.5844898
B07___10_1Corinthians__N2KORSKV.mp3,1CO,10,5,26.11,244.5844898
B07___10_1Corinthians__N2KORSKV.mp3,1CO,10,6,33.36,244.5844898
B07___10_1Corinthians__N2KORSKV.mp3,1CO,10,7,38.87,244.5844898
B07___10_1Corinthians__N2KORSKV.mp3,1CO,10,8,46.04,244.5844898
B07___10_1Corinthians__N2KORSKV.mp3,1CO,10,9,52.95,244.5844898
B07___10_1Corinthians__N2KORSKV.mp3,1CO,10,10,57.83,244.5844898
B07___10_1Corinthians__N2KORSKV.mp3,1CO,10,11,61.44,244.5844898
B07___10_1Corinthians__N2KORSKV.mp3,1CO,10,12,70.03,244.5844898
B07___10_1Corinthians__N2KORSKV.mp3,1CO,10,13,75.46,244.5844898
B07___10_1Corinthians__N2KORSKV.mp3,1CO,10,14,90.74,244.5844898
B07___10_1Corinthians__N2KORSKV.mp3,1CO,10,15,94.5,244.5844898
B07___10_1Corinthians__N2KORSKV.mp3,1CO,10,16,99.09,244.5844898
B07___10_1Corinthians__N2KORSKV.mp3,1CO,10,17,109.69,244.5844898
B07___10_1Corinthians__N2KORSKV.mp3,1CO,10,18,117.4,244.5844898
B07___10_1Corinthians__N2KORSKV.mp3,1CO,10,19,124.32,244.5844898
B07___10_1Corinthians__N2KORSKV.mp3,1CO,10,20,130.53,244.5844898
B07___10_1Corinthians__N2KORSKV.mp3,1CO,10,21,140.87,244.5844898
B07___10_1Corinthians__N2KORSKV.mp3,1CO,10,22,149.85,244.5844898
B07___10_1Corinthians__N2KORSKV.mp3,1CO,10,23,153.83,244.5844898
B07___10_1Corinthians__N2KORSKV.mp3,1CO,10,24,160.66,244.5844898
B07___10_1Corinthians__N2KORSKV.mp3,1CO,10,25,164.11,244.5844898
B07___10_1Corinthians__N2KORSKV.mp3,1CO,10,26,168.86,244.5844898
B07___10_1Corinthians__N2KORSKV.mp3,1CO,10,27,172.93,244.5844898
B07___10_1Corinthians__N2KORSKV.mp3,1CO,10,28,182.58,244.5844898
B07___10_1Corinthians__N2KORSKV.mp3,1CO,10,29,193.6,244.5844898
B07___10_1Corinthians__N2KORSKV.mp3,1CO,10,30,200.61,244.5844898
B07___10_1Corinthians__N2KORSKV.mp3,1CO,10,31,206.64,244.5844898
B07___10_1Corinthians__N2KORSKV.mp3,1CO,10,32,212.58,244.5844898
B07___10_1Corinthians__N2KORSKV.mp3,1CO,10,33,216.93,244.5844898
B07___11_1Corinthians__N2KORSKV.mp3,1CO,11,1,3.38,256.1044898
B07___11_1Corinthians__N2KORSKV.mp3,1CO,11,2,8.4,256.1044898
B07___11_1Corinthians__N2KORSKV.mp3,1CO,11,3,16.03,256.1044898
B07___11_1Corinthians__N2KORSKV.mp3,1CO,11,4,24.52,256.1044898
B07___11_1Corinthians__N2KORSKV.mp3,1CO,11,5,29.8,256.1044898
B07___11_1Corinthians__N2KORSKV.mp3,1CO,11,6,38.2,256.1044898
B07___11_1Corinthians__N2KORSKV.mp3,1CO,11,7,49.72,256.1044898
B07___11_1Corinthians__N2KORSKV.mp3,1CO,11,8,57.52,256.1044898
B07___11_1Corinthians__N2KORSKV.mp3,1CO,11,9,61.24,256.1044898
B07___11_1Corinthians__N2KORSKV.mp3,1CO,11,10,65.19,256.1044898
B07___11_1Corinthians__N2KORSKV.mp3,1CO,11,11,69.8,256.1044898
B07___11_1Corinthians__N2KORSKV.mp3,1CO,11,12,75.15,256.1044898
B07___11_1Corinthians__N2KORSKV.mp3,1CO,11,13,80.75,256.1044898
B07___11_1Corinthians__N2KORSKV.mp3,1CO,11,14,86.65,256.1044898
B07___11_1Corinthians__N2KORSKV.mp3,1CO,11,15,92.75,256.1044898
B07___11_1Corinthians__N2KORSKV.mp3,1CO,11,16,99.25,256.1044898
B07___11_1Corinthians__N2KORSKV.mp3,1CO,11,17,106.64,256.1044898
B07___11_1Corinthians__N2KORSKV.mp3,1CO,11,18,114.77,256.1044898
B07___11_1Corinthians__N2KORSKV.mp3,1CO,11,19,122.53,256.1044898
B07___11_1Corinthians__N2KORSKV.mp3,1CO,11,20,128.11,256.1044898
B07___11_1Corinthians__N2KORSKV.mp3,1CO,11,21,132.46,256.1044898
B07___11_1Corinthians__N2KORSKV.mp3,1CO,11,22,138.22,256.1044898
B07___11_1Corinthians__N2KORSKV.mp3,1CO,11,23,153.5,256.1044898
B07___11_1Corinthians__N2KORSKV.mp3,1CO,11,24,162.32,256.1044898
B07___11_1Corinthians__N2KORSKV.mp3,1CO,11,25,172.82,256.1044898
B07___11_1Corinthians__N2KORSKV.mp3,1CO,11,26,186.05,256.1044898
B07___11_1Corinthians__N2KORSKV.mp3,1CO,11,27,194.28,256.1044898
B07___11_1Corinthians__N2KORSKV.mp3,1CO,11,28,203.15,256.1044898
B07___11_1Corinthians__N2KORSKV.mp3,1CO,11,29,208.9,256.1044898
B07___11_1Corinthians__N2KORSKV.mp3,1CO,11,30,216.2,256.1044898
B07___11_1Corinthians__N2KORSKV.mp3,1CO,11,31,221.34,256.1044898
B07___11_1Corinthians__N2KORSKV.mp3,1CO,11,32,225.03,256.1044898
B07___11_1Corinthians__N2KORSKV.mp3,1CO,11,33,230.91,256.1044898
B07___11_1Corinthians__N2KORSKV.mp3,1CO,11,34,236.07,256.1044898
B07___12_1Corinthians__N2KORSKV.mp3,1CO,12,1,3.62,238.8114286
B07___12_1Corinthians__N2KORSKV.mp3,1CO,12,2,9.42,238.8114286
B07___12_1Corinthians__N2KORSKV.mp3,1CO,12,3,15.09,238.8114286
B07___12_1Corinthians__N2KORSKV.mp3,1CO,12,4,28,238.8114286
B07___12_1Corinthians__N2KORSKV.mp3,1CO,12,5,32,238.8114286
B07___12_1Corinthians__N2KORSKV.mp3,1CO,12,6,35.38,238.8114286
B07___12_1Corinthians__N2KORSKV.mp3,1CO,12,7,41.56,238.8114286
B07___12_1Corinthians__N2KORSKV.mp3,1CO,12,8,46.28,238.8114286
B07___12_1Corinthians__N2KORSKV.mp3,1CO,12,9,54.23,238.8114286
B07___12_1Corinthians__N2KORSKV.mp3,1CO,12,10,61.09,238.8114286
B07___12_1Corinthians__N2KORSKV.mp3,1CO,12,11,74.46,238.8114286
B07___12_1Corinthians__N2KORSKV.mp3,1CO,12,12,81.03,238.8114286
B07___12_1Corinthians__N2KORSKV.mp3,1CO,12,13,89.33,238.8114286
B07___12_1Corinthians__N2KORSKV.mp3,1CO,12,14,98.07,238.8114286
B07___12_1Corinthians__N2KORSKV.mp3,1CO,12,15,102.11,238.8114286
B07___12_1Corinthians__N2KORSKV.mp3,1CO,12,16,112.46,238.8114286
B07___12_1Corinthians__N2KORSKV.mp3,1CO,12,17,121.09,238.8114286
B07___12_1Corinthians__N2KORSKV.mp3,1CO,12,18,130.09,238.8114286
B07___12_1Corinthians__N2KORSKV.mp3,1CO,12,19,136.22,238.8114286
B07___12_1Corinthians__N2KORSKV.mp3,1CO,12,20,139.85,238.8114286
B07___12_1Corinthians__N2KORSKV.mp3,1CO,12,21,143.48,238.8114286
B07___12_1Corinthians__N2KORSKV.mp3,1CO,12,22,150.85,238.8114286
B07___12_1Corinthians__N2KORSKV.mp3,1CO,12,23,155.82,238.8114286
B07___12_1Corinthians__N2KORSKV.mp3,1CO,12,24,164.03,238.8114286
B07___12_1Corinthians__N2KORSKV.mp3,1CO,12,25,171.6,238.8114286
B07___12_1Corinthians__N2KORSKV.mp3,1CO,12,26,176.57,238.8114286
B07___12_1Corinthians__N2KORSKV.mp3,1CO,12,27,183.9,238.8114286
B07___12_1Corinthians__N2KORSKV.mp3,1CO,12,28,189.13,238.8114286
B07___12_1Corinthians__N2KORSKV.mp3,1CO,12,29,203.29,238.8114286
B07___12_1Corinthians__N2KORSKV.mp3,1CO,12,30,210.54,238.8114286
B07___12_1Corinthians__N2KORSKV.mp3,1CO,12,31,216.81,238.8114286
B07___13_1Corinthians__N2KORSKV.mp3,1CO,13,1,3.29,120.1632653
B07___13_1Corinthians__N2KORSKV.mp3,1CO,13,2,12.71,120.1632653
B07___13_1Corinthians__N2KORSKV.mp3,1CO,13,3,25.17,120.1632653
B07___13_1Corinthians__N2KORSKV.mp3,1CO,13,4,35.29,120.1632653
B07___13_1Corinthians__N2KORSKV.mp3,1CO,13,5,42.65,120.1632653
B07___13_1Corinthians__N2KORSKV.mp3,1CO,13,6,49.05,120.1632653
B07___13_1Corinthians__N2KORSKV.mp3,1CO,13,7,53.8,120.1632653
B07___13_1Corinthians__N2KORSKV.mp3,1CO,13,8,63.04,120.1632653
B07___13_1Corinthians__N2KORSKV.mp3,1CO,13,9,75.67,120.1632653
B07___13_1Corinthians__N2KORSKV.mp3,1CO,13,10,79.94,120.1632653
B07___13_1Corinthians__N2KORSKV.mp3,1CO,13,11,83.98,120.1632653
B07___13_1Corinthians__N2KORSKV.mp3,1CO,13,12,95.6,120.1632653
B07___13_1Corinthians__N2KORSKV.mp3,1CO,13,13,108.83,120.1632653
B07___14_1Corinthians__N2KORSKV.mp3,1CO,14,1,3.62,327.2097959
B07___14_1Corinthians__N2KORSKV.mp3,1CO,14,2,10.64,327.2097959
B07___14_1Corinthians__N2KORSKV.mp3,1CO,14,3,18.11,327.2097959
B07___14_1Corinthians__N2KORSKV.mp3,1CO,14,4,25.45,327.2097959
B07___14_1Corinthians__N2KORSKV.mp3,1CO,14,5,32.32,327.2097959
B07___14_1Corinthians__N2KORSKV.mp3,1CO,14,6,45.93,327.2097959
B07___14_1Corinthians__N2KORSKV.mp3,1CO,14,7,56.61,327.2097959
B07___14_1Corinthians__N2KORSKV.mp3,1CO,14,8,65.2,327.2097959
B07___14_1Corinthians__N2KORSKV.mp3,1CO,14,9,70.27,327.2097959
B07___14_1Corinthians__N2KORSKV.mp3,1CO,14,10,82.24,327.2097959
B07___14_1Corinthians__N2KORSKV.mp3,1CO,14,11,87.81,327.2097959
B07___14_1Corinthians__N2KORSKV.mp3,1CO,14,12,95.44,327.2097959
B07___14_1Corinthians__N2KORSKV.mp3,1CO,14,13,103.7,327.2097959
B07___14_1Corinthians__N2KORSKV.mp3,1CO,14,14,108.66,327.2097959
B07___14_1Corinthians__N2KORSKV.mp3,1CO,14,15,113.91,327.2097959
B07___14_1Corinthians__N2KORSKV.mp3,1CO,14,16,126.64,327.2097959
B07___14_1Corinthians__N2KORSKV.mp3,1CO,14,17,137.74,327.2097959
B07___14_1Corinthians__N2KORSKV.mp3,1CO,14,18,143.13,327.2097959
